order_id,customer_id,customer_name,email,order_date,ship_date,region,channel,product_category,quantity,unit_price,discount_pct,order_status,payment_status,delivery_days,customer_age,postcode
O011043,C90043,Liam Noor,liam.noor29996@example.com,30/07/2026,03/08/2026,North,Web,Beauty,7,55,20,shipped,pending,4,33,F8 4RX
O000716,C02492,Chloe Bello,,24/07/2026,29/07/2026,West,Phone,Home,5,22,10,delivered,paid,5,52,W9 1JH
O008697,C03075,Lina Mensah,lina.mensah3075@example.com,15/07/2026,20/07/2026,West,Store,Beauty,12,66,0,delivered,paid,5,27,E3 9LT
O005926,C04196,Nadia King,nadia.king4196@example.com,02/07/2026,08/07/2026,North,Web,Fashion,7,25,5,shipped,paid,6,53,WS9 5YU
O005717,C00946,Marcus White,marcus.white946@example.com,11/07/2026,15/07/2026,North,Store,Electronics,2,241,10,open,paid,4,30,N1 1LS
O002953,C00168,Sara Li,sara.li168@example.com,19/07/2026,21/07/2026,South,Web,Beauty,3,68,0,shipped,paid,2,53,K9 2RM
O001749,C03196,Lina Hassan,lina.hassan3196@example.com,20/07/2026,25/07/2026,East,Web,Fashion,9,32,0,shipped,pending,5,57,F9 3FT
O001946,C01550,Omar Baker,omar.baker1550@example.com,05/07/2026,06/07/2026,East,Web,Electronics,10,108,15,shipped,paid,1,59,L9 9DY
O007364,C00759,Ngozi Yusuf,ngozi.yusuf759@example.com,27/07/2026,03/08/2026,North,Phone,Electronics,2,176,15,shipped,paid,7,25,GF1 3SH
O005808,C03894,Zainab James,zainab.james3894@example.com,03/07/2026,09/07/2026,West,Store,Beauty,12,17,0,delivered,paid,6,30,C8 1JU
O004094,C02963,Nadia Li,nadia.li2963@example.com,22/07/2026,23/07/2026,East,Web,Home,11,87,15,delivered,paid,1,51,HV6 2TX
O007314,C00467,Ivy White,ivy.white467@example.com,01/07/2026,08/07/2026,North,Web,Fashion,12,39,10,shipped,paid,7,33,UA5 7UN
O005777,C00514,Ella Smith,ella.smith514@example.com,28/07/2026,01/08/2026,East,Store,Home,9,44,10,shipped,paid,4,50,S4 8MD
O002532,C03916,Chloe Evans,chloe.evans3916@example.com,11/07/2026,12/07/2026,South,Web,Home,12,78,0,open,paid,1,41,H5 8MF
O006311,C02374,Ella Osei,ella.osei2374@example.com,23/07/2026,24/07/2026,East,Phone,Home,10,111,15,shipped,paid,1,58,SW8 0VJ
O008637,C02848,Sam Ali,sam.ali2848@example.com,21/07/2026,27/07/2026,North,Web,Fashion,10,,0,returned,refund_pending,6,32,L3 3AS
O000434,C00648,Helen Okafor,helen.okafor648@example.com,23/07/2026,28/07/2026,East,Store,Beauty,3,35,15,open,pending,5,65,GK9 3TN
O007647,C04256,Sara Carter,sara.carter4256@example.com,18/07/2026,23/07/2026,East,Store,Home,7,50,0,shipped,paid,5,67,PS6 6RD
O003479,C04016,Nadia Nwosu,nadia.nwosu4016@example.com,06/07/2026,08/07/2026,South,Store,Electronics,2,175,15,open,paid,2,40,H7 7NV
O007805,C01681,Ngozi Ibrahim,ngozi.ibrahim1681@example.com,08/07/2026,09/07/2026,North,Store,Fashion,3,18,15,cancelled,refund_pending,1,56,CX8 7BW
O005000,C04051,Ben Cole,ben.cole4051@example.com,08/07/2026,15/07/2026,North,Phone,Home,8,110,5,shipped,pending,7,40,W3 7BL
O009936,C00924,Omar Cole,omar.cole924@example.com,24/07/2026,29/07/2026,West,Store,Electronics,10,219,20,shipped,paid,5,50,M3 5HB
O009850,C01156,Chen Smith,chen.smith1156@example.com,02/07/2026,08/07/2026,South,Web,Home,7,64,15,shipped,paid,6,39,T9 6QJ
O000263,C04129,Ngozi Nwosu,ngozi.nwosu4129@example.com,26/07/2026,31/07/2026,South,Web,Electronics,3,131,20,shipped,paid,5,39,WU6 2JU
O003062,C04966,Mary King,mary.king4966@example.com,22/07/2026,23/07/2026,East,Web,Fashion,4,57,0,shipped,pending,1,52,A1 6UG
O007644,C02187,Marcus Okafor,marcus.okafor2187@example.com,17/07/2026,18/07/2026,North,Store,Home,8,53,5,shipped,paid,1,22,B8 8JL
O008772,C02034,Amara Evans,amara.evans2034@example.com,29/07/2026,30/07/2026,North,Store,Beauty,1,20,0,delivered,paid,1,38,G6 4SP
O005894,C04954,Amara Reyes,amara.reyes4954@example.com,27/07/2026,28/07/2026,South,Phone,Beauty,2,63,0,shipped,paid,1,66,B6 6LO
O004696,C00958,Maya James,maya.james958@example.com,22/07/2026,28/07/2026,North,Web,Electronics,12,124,0,shipped,paid,6,64,OK5 5SN
O000687,C03251,Daniel Khan,daniel.khan3251@example.com,14/07/2026,,South,Phone,Fashion,3,36,0,shipped,paid,7,36,WS1 6PT
O006082,C01627,Mary Green,,25/07/2026,29/07/2026,East,Store,Electronics,8,130,10,shipped,paid,4,42,YX2 4QG
O006155,C03131,Fatima Park,fatima.park3131@example.com,17/07/2026,19/07/2026,North,Phone,Electronics,5,223,0,delivered,paid,2,28,LW6 6TJ
O008655,C05210,Fatima Brown,fatima.brown5210@example.com,03/07/2026,07/07/2026,East,Store,Electronics,9,245,0,open,paid,4,55,H4 8NB
O003009,C04472,Ivy Adeyemi,ivy.adeyemi4472@example.com,10/07/2026,15/07/2026,West,Store,Fashion,6,36,0,delivered,pending,5,49,F1 0EH
O006731,C03581,Liam Owusu,liam.owusu3581@example.com,07/07/2026,09/07/2026,East,Web,Electronics,9,220,0,delivered,paid,2,46,GD3 9MX
O004856,C03321,Amina Reyes,amina.reyes3321@example.com,26/07/2026,02/08/2026,North,Phone,Fashion,12,42,0,delivered,paid,7,66,E6 4YA
O001629,C05384,Helen Owusu,helen.owusu5384@example.com,26/07/2026,29/07/2026,South,Store,Electronics,10,227,15,open,paid,3,51,K7 4NW
O001251,C03216,Omar Mensah,omar.mensah3216@example.com,05/07/2026,09/07/2026,South,Phone,Home,1,106,10,shipped,paid,4,33,A3 7ZE
O009437,C03120,Paul James,paul.james3120@example.com,08/07/2026,14/07/2026,West,Phone,Beauty,2,16,0,shipped,paid,6,36,H9 6WX
O000219,C03986,Zainab Carter,zainab.carter3986@example.com,08/07/2026,13/07/2026,West,Store,Home,5,46,15,cancelled,refund_pending,5,69,GD9 2VA
O005529,C04822,Omar Khan,omar.khan4822@example.com,23/07/2026,24/07/2026,West,Phone,Beauty,3,16,0,delivered,paid,1,27,CR8 1GB
O008079,C05496,Rita Stone,rita.stone5496@example.com,18/07/2026,25/07/2026,South,Phone,Home,7,54,10,delivered,paid,7,28,U6 5WM
O002793,C02942,Kofi Ade,kofi.ade2942@example.com,16/07/2026,19/07/2026,South,Phone,Fashion,4,20,10,shipped,paid,3,62,AA8 2EE
O004889,C02570,Leo Stone,,07/07/2026,13/07/2026,East,Phone,Electronics,12,256,5,delivered,paid,6,28,U6 2YT
O006749,C05183,Kwame Ali,kwame.ali5183@example.com,29/07/2026,30/07/2026,West,Store,Home,5,51,20,shipped,paid,1,58,F6 5DN
O008084,C00759,Ngozi Yusuf,ngozi.yusuf759@example.com,24/07/2026,29/07/2026,South,Web,Fashion,7,60,0,delivered,paid,5,48,GF1 3SH
O002911,C03002,Tom Ade,tom.ade3002@example.com,19/07/2026,26/07/2026,,Phone,Electronics,9,202,20,open,pending,7,30,LW9 3WT
O007560,C04149,Chloe Ali,chloe.ali4149@example.com,20/07/2026,27/07/2026,East,Store,Home,10,70,15,delivered,paid,7,64,XN6 6YT
O005067,C05332,Mo Owusu,mo.owusu5332@example.com,10/07/2026,15/07/2026,North,Phone,Home,3,35,20,delivered,paid,5,34,TG1 8BD
O001487,C03001,Omar King,omar.king3001@example.com,08/07/2026,12/07/2026,,Phone,Home,5,103,5,shipped,paid,4,23,L3 4RL
O000420,C02215,Yusuf Reyes,yusuf.reyes2215@example.com,19/07/2026,21/07/2026,East,Phone,Beauty,8,68,0,shipped,paid,2,56,F4 7RH
O002774,C03558,Ruth Yusuf,ruth.yusuf3558@example.com,22/07/2026,27/07/2026,West,Phone,Home,11,6200,0,delivered,paid,5,50,GY8 1QG
O000398,C01414,David Baker,david.baker1414,07/07/2026,13/07/2026,East,Store,Home,2,83,5,delivered,paid,6,39,V4 2DG
O009942,C04405,Yusuf Farah,yusuf.farah4405@example.com,08/07/2026,10/07/2026,West,Phone,Beauty,5,12,0,shipped,paid,2,48,J6 3DG
O005729,C05121,Robert Evans,robert.evans5121@example.com,11/07/2026,14/07/2026,South,Web,Electronics,1,50,15,shipped,paid,3,46,SH2 4XP
O007529,C02301,Daniel Brown,daniel.brown2301@example.com,22/07/2026,27/07/2026,East,Phone,Fashion,3,54,0,delivered,paid,5,39,L4 7XR
O007057,C00805,Femi Smith,,15/07/2026,22/07/2026,North,Phone,Home,9,,20,shipped,paid,7,63,K4 0RN
O002270,C04738,Helen Farah,helen.farah4738@example.com,04/07/2026,06/07/2026,East,Store,Home,5,21,0,shipped,paid,2,68,A8 7UW
O001709,C01695,Amara King,amara.king1695@example.com,16/07/2026,22/07/2026,East,Web,Home,11,54,0,shipped,paid,6,49,M5 1YQ
O007021,C04213,Hana Bello,hana.bello4213@example.com,15/07/2026,17/07/2026,North,Phone,Fashion,3,59,0,open,paid,2,27,DN6 1DP
O001153,C03554,Yusuf Carter,yusuf.carter3554@example.com,10/07/2026,13/07/2026,East,Phone,Electronics,9,245,10,shipped,paid,3,40,T1 5ZJ
O005427,C02540,Kofi Baker,kofi.baker2540@example.com,14/07/2026,21/07/2026,South,Store,Fashion,5,21,20,delivered,paid,7,37,F7 7NJ
O006902,C03985,Aisha Bello,aisha.bello3985@example.com,24/07/2026,30/07/2026,West,Store,Fashion,2,30,15,cancelled,refund_pending,6,32,R4 3FM
O009052,C01959,Tom Farah,tom.farah1959@example.com,04/07/2026,10/07/2026,East,Store,Home,3,120,0,cancelled,refund_pending,6,56,M6 1KC
O002655,C02448,Ngozi Noor,ngozi.noor2448@example.com,28/07/2026,03/08/2026,South,Web,Beauty,1,70,0,delivered,paid,6,30,BR4 2DW
O000624,C04064,Lina Ali,lina.ali4064@example.com,21/07/2026,27/07/2026,,Phone,Electronics,3,79,10,shipped,paid,6,25,EC6 5FQ
O008568,C04547,Amara Adeyemi,amara.adeyemi4547@example.com,15/07/2026,18/07/2026,,Phone,Electronics,6,78,0,returned,paid,3,67,T1 2GX
O001692,C00951,Amara Ade,amara.ade951@example.com,13/07/2026,17/07/2026,South,Web,Home,3,4500,0,delivered,paid,4,51,F3 1UW
O005401,C03076,Fatima Evans,fatima.evans3076@example.com,05/07/2026,07/07/2026,West,Phone,Electronics,12,248,0,shipped,paid,2,46,GU3 3GW
O002564,C02572,Aisha Brown,,29/07/2026,02/08/2026,South,Phone,Fashion,12,56,5,cancelled,pending,4,67,R5 0UG
O002828,C04231,Hana Li,hana.li4231@example.com,22/07/2026,26/07/2026,East,Phone,Home,11,102,0,shipped,paid,4,26,N1 1HC
O005022,C05172,Chloe Mensah,chloe.mensah5172@example.com,22/07/2026,26/07/2026,East,Store,Home,7,100,0,cancelled,refund_pending,4,58,X9 8VE
O005496,C03828,Ruth Ade,ruth.ade3828@example.com,08/07/2026,14/07/2026,West,Web,Beauty,9,61,5,returned,refund_pending,6,20,U3 0HQ
O007102,C04530,Nadia Noor,nadia.noor4530@example.com,01/07/2026,,North,Phone,Fashion,11,17,15,shipped,paid,1,26,HV1 8WN
O000367,C00035,Lina Okafor,lina.okafor35@example.com,20/07/2026,22/07/2026,South,Store,Beauty,1,43,20,delivered,paid,2,58,CF1 7ZA
O006624,C01638,Lina Bello,lina.bello1638@example.com,21/07/2026,24/07/2026,South,Phone,Home,7,46,5,shipped,paid,3,21,D6 1HT
O006697,C02359,Nadia Adeyemi,nadia.adeyemi2359@example.com,08/07/2026,09/07/2026,North,Web,Electronics,12,164,0,shipped,pending,1,43,C4 4TR
O001093,C02657,Leo Diallo,leo.diallo2657@example.com,26/07/2026,31/07/2026,,Phone,Beauty,6,65,0,shipped,paid,5,47,BA4 7UT
O005144,C01889,Chloe King,chloe.king1889@example.com,16/07/2026,23/07/2026,South,Web,Electronics,9,46,0,shipped,paid,7,24,M9 0OP
O000454,C04341,Ruth Ali,ruth.ali4341@example.com,02/07/2026,06/07/2026,West,Phone,Beauty,3,48,0,shipped,paid,4,32,M8 8MY
O000419,C03705,Ella Farah,ella.farah3705@example.com,20/07/2026,22/07/2026,South,Phone,Electronics,7,94,15,cancelled,pending,2,68,RN8 1HP
O000600,C03740,Rita Ade,rita.ade3740@example.com,27/07/2026,03/08/2026,West,Store,Beauty,9,25,10,open,paid,7,67,B1 1VP
O002969,C05363,David Mensah,david.mensah5363@example.com,02/07/2026,03/07/2026,South,Store,Fashion,2,32,0,shipped,paid,1,36,EW6 3WX
O005275,C04310,Liam Hassan,liam.hassan4310@example.com,03/07/2026,05/07/2026,North,Store,Fashion,8,41,0,delivered,paid,2,51,SF9 9UW
O009570,C02654,Leo Ibrahim,leo.ibrahim2654@example.com,15/07/2026,20/07/2026,South,Phone,Electronics,6,115,10,shipped,paid,5,32,G3 1VB
O004753,C00538,Chloe Adeyemi,chloe.adeyemi538@example.com,06/07/2026,12/07/2026,East,Store,Beauty,7,33,10,shipped,paid,6,19,VU4 2PS
O009452,C02708,Yusuf Mensah,yusuf.mensah2708@example.com,20/07/2026,22/07/2026,West,Web,Home,3,21,10,cancelled,pending,2,47,C9 9KF
O005350,C05040,Fatima Cole,fatima.cole5040@example.com,06/07/2026,08/07/2026,South,Phone,Home,12,107,0,shipped,paid,2,18,G3 2EJ
O000028,C02064,Chloe Carter,chloe.carter2064@example.com,12/07/2026,17/07/2026,East,Store,Home,4,46,0,shipped,paid,5,55,D1 4ZP
O001710,C05246,Ben Bello,ben.bello5246@example.com,13/07/2026,16/07/2026,West,Store,Beauty,8,32,15,shipped,paid,3,24,R4 8FP
O001062,C03907,Robert Diallo,robert.diallo3907@@example.com,05/07/2026,08/07/2026,East,Store,Electronics,10,41,0,delivered,paid,3,28,O2 3MH
O000003,C00993,Chen Brown,chen.brown993@example.com,04/07/2026,06/07/2026,South,Store,Electronics,6,191,20,shipped,paid,2,33,C7 9KZ
O000592,C00771,David Baker,david.baker771@example.com,03/07/2026,06/07/2026,East,Store,Electronics,7,183,0,shipped,pending,3,59,VM9 3VK
O007348,C02809,Samuel Evans,samuel.evans2809@example.com,12/07/2026,14/07/2026,North,Web,Electronics,3,143,0,returned,refund_pending,2,37,VD7 9AL
O002784,C01976,Zainab Smith,zainab.smith1976@example.com,28/07/2026,04/08/2026,South,Phone,Home,7,103,0,shipped,pending,7,57,D8 1HW
O004022,C03932,Femi Yusuf,femi.yusuf3932@example.com,26/07/2026,28/07/2026,West,Phone,Home,5,22,15,shipped,paid,2,43,U4 4WU
O002878,C05437,Robert Nwosu,robert.nwosu5437@example.com,12/07/2026,17/07/2026,West,Web,Fashion,6,27,5,cancelled,refund_pending,5,20,KT2 4AR
O009504,C02378,Aisha Mensah,aisha.mensah2378@example.com,02/07/2026,09/07/2026,South,Web,Home,3,44,0,shipped,paid,7,27,H8 1ZA
O000523,C02199,Zainab Evans,zainab.evans2199@example.com,14/07/2026,19/07/2026,East,Store,Beauty,6,57,0,cancelled,refund_pending,5,67,C7 4UP
O009224,C02181,Nadia Ali,nadia.ali2181@example.com,21/07/2026,28/07/2026,West,Phone,Electronics,10,84,20,shipped,paid,7,53,PY5 3WS
O002799,C01447,Chloe Nwosu,chloe.nwosu1447@example.com,07/07/2026,14/07/2026,North,Phone,Fashion,7,44,20,open,pending,7,63,M4 2KV
O002718,C04426,Ben Smith,ben.smith4426@example.com,13/07/2026,17/07/2026,North,Phone,Electronics,6,152,15,shipped,paid,4,53,A6 7SX
O002842,C04085,Amina Park,amina.park4085@example.com,02/07/2026,07/07/2026,North,Web,Fashion,1,55,20,open,paid,5,62,B6 8ER
O003530,C01438,Mo Baker,mo.baker1438@example.com,10/07/2026,11/07/2026,North,Web,Home,8,51,10,shipped,paid,1,69,S3 3KZ
O007159,C04560,Femi Khan,femi.khan4560@example.com,07/07/2026,08/07/2026,West,Web,Beauty,8,63,0,shipped,paid,1,52,P9 4DK
O002566,C00374,Marcus Brown,marcus.brown374@example.com,25/07/2026,31/07/2026,South,Phone,Fashion,4,53,15,shipped,paid,6,18,L6 3OO
O007489,C02125,Leo Osei,leo.osei2125@example.com,16/07/2026,23/07/2026,South,Web,Electronics,5,270,5,shipped,paid,7,42,CV2 3YP
O006524,C02996,Ivy Yusuf,ivy.yusuf2996@example.com,01/07/2026,08/07/2026,North,Store,Beauty,9,41,10,open,paid,7,69,N3 4TN
O001035,C00805,Femi Smith,femi.smith805@example.com,17/07/2026,22/07/2026,South,Store,Electronics,11,79,5,shipped,paid,5,44,K4 0RN
O009059,C04550,Zainab Bello,zainab.bello4550@example.com,04/07/2026,08/07/2026,North,Web,Fashion,3,53,10,shipped,paid,4,40,D9 0CS
O000639,C04236,Kofi Carter,kofi.carter4236@example.com,21/07/2026,,North,Phone,Electronics,6,167,0,shipped,paid,1,57,DC2 8LR
O003668,C01504,Priya Brown,priya.brown1504@example.com,04/07/2026,,North,Phone,Fashion,8,24,0,returned,refund_pending,1,26,G7 2BL
O000974,C03312,Lina Evans,lina.evans3312@example.com,21/07/2026,23/07/2026,East,Phone,Electronics,1,161,0,delivered,paid,2,40,OU2 0RK
O001100,C02776,Amina Green,amina.green2776@example.com,01/07/2026,,North,Phone,Home,3,88,5,open,pending,6,69,RN3 5BQ
O003848,C03837,Sara Reyes,sara.reyes3837@example.com,07/07/2026,10/07/2026,South,Store,Electronics,11,154,0,shipped,paid,3,31,L8 8WG
O002312,C03848,Sara Osei,sara.osei3848@example.com,14/07/2026,19/07/2026,South,Phone,Home,1,54,0,open,pending,5,69,L3 6QY
O003241,C03237,Lina Smith,lina.smith3237@example.com,08/07/2026,12/07/2026,South,Store,Home,7,57,0,shipped,paid,4,43,VC1 7AJ
O008147,C02931,Daniel Yusuf,daniel.yusuf2931@example.com,29/07/2026,04/08/2026,West,Web,Home,9,19,15,cancelled,pending,6,26,RF7 7EW
O003186,C04266,Amara Stone,amara.stone4266@example.com,28/07/2026,31/07/2026,East,Phone,Electronics,3,257,20,delivered,pending,3,59,NC6 6VQ
O005713,C00262,Priya Brown,priya.brown262@example.com,30/07/2026,02/08/2026,North,Phone,Beauty,5,15,0,shipped,paid,3,70,RN3 7YJ
O004814,C03050,Grace Carter,grace.carter3050@example.com,04/07/2026,10/07/2026,East,Phone,Fashion,1,35,15,delivered,paid,6,39,HN6 2YZ
O003237,C04324,Femi Mensah,femi.mensah4324@example.com,30/07/2026,06/08/2026,West,Store,Beauty,5,49,20,shipped,paid,7,33,JC9 3DZ
O005830,C01958,Ivy Brown,ivy.brown1958@example.com,28/07/2026,30/07/2026,West,Web,Home,8,92,15,returned,refund_pending,2,59,R4 8WE
O009713,C00402,Amara Osei,amara.osei402@example.com,17/07/2026,22/07/2026,South,Store,Home,8,13,5,shipped,paid,5,28,Y4 0DT
O009580,C01840,Mary Ade,mary.ade1840@example.com,15/07/2026,19/07/2026,South,Phone,Fashion,12,42,20,cancelled,refund_pending,4,51,FS5 2VE
O009520,C01041,Lina Stone,lina.stone1041@example.com,11/07/2026,16/07/2026,West,Phone,Fashion,4,45,20,open,paid,5,41,A4 3LU
O009989,C04456,Robert Okafor,robert.okafor4456@example.com,22/07/2026,28/07/2026,North,Store,Fashion,12,36,5,shipped,paid,6,69,C4 0VT
O001142,C03800,Liam Nwosu,liam.nwosu3800@example.com,13/07/2026,17/07/2026,North,Phone,Electronics,9,184,0,shipped,paid,4,59,VE9 0QH
O004079,C00246,Sam Ibrahim,sam.ibrahim246@example.com,23/07/2026,26/07/2026,South,Web,Home,7,119,5,open,pending,3,33,AB5 2QK
O004617,C02377,Helen Yusuf,helen.yusuf2377@example.com,30/07/2026,04/08/2026,East,Store,Beauty,3,15,0,delivered,paid,5,61,X8 2PB
O006739,C05323,Ella Farah,ella.farah5323@example.com,14/07/2026,20/07/2026,East,Phone,Fashion,12,27,15,shipped,paid,6,18,U7 9BK
O007571,C01887,Sam Mensah,sam.mensah1887@example.com,02/07/2026,07/07/2026,North,Store,Home,12,105,10,delivered,paid,5,47,BO9 4AE
O005946,C02306,Rita Green,rita.green2306@example.com,21/07/2026,,North,Web,Fashion,2,43,20,shipped,paid,3,36,OK9 1KH
O007867,C01556,Marcus Evans,marcus.evans1556@example.com,21/07/2026,27/07/2026,East,Phone,Home,7,110,15,shipped,pending,6,49,WB8 5MS
O008342,C00813,Maya King,maya.king813@example.com,06/07/2026,12/07/2026,South,Phone,Beauty,4,48,5,cancelled,refund_pending,6,23,DN5 3VL
O006057,C05436,Lina King,lina.king5436@example.com,16/07/2026,21/07/2026,East,Web,Beauty,7,63,0,cancelled,refund_pending,5,53,W7 8CQ
O003912,C04724,Hana Owusu,hana.owusu4724@example.com,17/07/2026,19/07/2026,North,Web,Fashion,2,36,0,open,pending,2,61,T3 4TK
O001314,C05153,Fatima Osei,fatima.osei5153@example.com,25/07/2026,31/07/2026,South,Web,Electronics,10,274,20,shipped,paid,6,34,MR2 2SM
O008085,C02604,Grace Brown,grace.brown2604@example.com,29/07/2026,02/08/2026,East,Phone,Electronics,1,101,15,shipped,paid,4,41,G5 4KR
O008537,C00326,Chen Farah,chen.farah326@example.com,01/07/2026,05/07/2026,West,Store,Electronics,2,115,10,open,pending,4,24,CW4 3JC
O000379,C04361,Robert Smith,robert.smith4361@example.com,15/07/2026,18/07/2026,West,Phone,Electronics,3,222,0,returned,refund_pending,3,29,GG4 1PF
O009439,C03968,Femi Baker,femi.baker3968@example.com,20/07/2026,22/07/2026,,Web,Beauty,1,58,0,delivered,pending,2,28,UV3 4TR
O004106,C00146,Robert Li,robert.li146@example.com,26/07/2026,02/08/2026,East,Web,Beauty,5,58,0,shipped,paid,7,37,KD9 9YT
